"TaxonCode","ScientificName","CommonName","LifeForm","HabitatVicForest","Broad_habitat","OpenCountryTolernat_Jradford","FeedGuild","Diet_viaHlada_simplifiedARI_ReadersDigest","NestGuildVicForest","HollowDep","Status","Migration","TaxonGroup","Weight_mean.g","BroodSize_mean","Egg_mass_Lislevand_g","Mating_System_Lislevand","genus"
10264,"Calyptorhynchus banksii graptogyne","Red-tailed Black-Cockatoo","Non-passerine Birds","F","F","F","ST","G","LH",1,0,"N","Cockies",720,1.5,33.5,2,"Calyptorhynchus"
10265,"Calyptorhynchus lathami lathami","Glossy Black-Cockatoo","Non-passerine Birds","F","F","F","ST","G","LH",1,0,"N","Cockies",420,1,25.5,2,"Calyptorhynchus"
10267,"Calyptorhynchus funereus","Yellow-tailed Black-Cockatoo","Non-passerine Birds","F","F","T","ST","G","LH",1,0,"N","Cockies",755,2,33.8,2,"Calyptorhynchus"
10268,"Callocephalon fimbriatum","Gang-gang Cockatoo","Non-passerine Birds","F","F","F","ST","G","LH",1,0,"N","Cockies",250,2,11.8,2,"Callocephalon"
10269,"Cacatua galerita","Sulphur-crested Cockatoo","Non-passerine Birds","O","O","T","SG","G","LH",1,0,"N","Cockies",895,2.5,28,2,"Cacatua"
10270,"Lophocroa leadbeateri","Major Mitchell's Cockatoo","Non-passerine Birds","F","O","T","SG","G","LH",1,0,"N","Cockies",370,2.5,28,2,"Lophocroa"
10271,"Cacatua sanguinea","Little Corella","Non-passerine Birds","O","O","O","SG","G","LH",1,0,"N","Cockies",537.5,2.5,17.1,2,"Cacatua"
10272,"Cacatua tenuirostris","Long-billed Corella","Non-passerine Birds","O","O","O","SG","G","LH",1,0,"N","Cockies",565,3,17.7,2,"Cacatua"
10273,"Eolophus roseicapilla","Galah","Non-passerine Birds","O","O","O","SG","G","LH",1,0,"N","Cockies",330,4,14.4,2,"Eolophus"
75132,"Cacatua spp.","Corella","Non-passerine Birds","F","F","F","SG","G","LH",0,0,"N","Cockies",580.65,2.6,20.6,2,"Cacatua"
10578,"Melithreptus lunatus","White-naped Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"C","Honeyeater",14,2.5,1.9,2,"Melithreptus"
10580,"Melithripterus gularis gularis","Black-chinned Honeyeater","Passerine Birds","F","F","F","N","I","V",0,0,"N","Honeyeater",20,2,1.77,2,"Melithripterus"
10583,"Melithreptus brevirostris","Brown-headed Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",14,2.5,1.51,2,"Melithreptus"
10585,"Plectorhyncha lanceolata","Striped Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",40,3,3.62,2,"Plectorhyncha"
10586,"Myzomela sanguinolenta","Scarlet Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"SP","Honeyeater",8,2,1.15,2,"Myzomela"
10589,"Sugamel niger","Black Honeyeater","Passerine Birds","F","S","T","N","N","V",0,0,"E","Honeyeater",9,2,1.11,2,"Sugamel"
10593,"Phylidonyris melanops","Tawny-crowned Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",18,2.5,2.64,2,"Phylidonyris"
10594,"Phylidonyris albifrons","White-fronted Honeyeater","Passerine Birds","F","S","F","N","N","V",0,0,"N","Honeyeater",17,2,2.31,2,"Phylidonyris"
10598,"Grantiella picta","Painted Honeyeater","Passerine Birds","F","F","F","N","F","V",0,0,"S","Honeyeater",22,2,2.18,2,"Grantiella"
10603,"Anthochaera phrygia","Regent Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"C","Honeyeater",42,2.5,3.93,2,"Anthochaera"
10605,"Meliphaga lewinii","Lewins Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",34,2.5,4.22,2,"Meliphaga"
10608,"Lichenostomus virescens","Singing Honeyeater","Passerine Birds","O","S","F","N","N","V",0,0,"N","Honeyeater",27.5,2,2.63365384615385,2,"Lichenostomus"
10613,"Lichenostomus fuscus","Fuscous Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"C","Honeyeater",16,2,2.63365384615385,2,"Lichenostomus"
10614,"Lichenostomus chrysops","Yellow-faced Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"SP","Honeyeater",17,2.5,2.38,2,"Lichenostomus"
10617,"Lichenostomus leucotis","White-eared Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"C","Honeyeater",22.5,2,2.63365384615385,2,"Lichenostomus"
10619,"Lichenostomus melanops","Yellow-tufted Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",29,2,2.63365384615385,2,"Lichenostomus"
10620,"Lichenostomus cratitius","Purple-gaped Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",20.5,2,2.63365384615385,2,"Lichenostomus"
10622,"Lichenostomus ornatus","Yellow-plumed Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",17,2,2.63365384615385,2,"Lichenostomus"
10623,"Lichenostomus plumulus","Grey-fronted Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"C","Honeyeater",17,2.5,2.63365384615385,2,"Lichenostomus"
10625,"Lichenostomus penicillatus","White-plumed Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",19,2,2.45,2,"Lichenostomus"
10630,"Phylidonyris pyrrhoptera","Crescent Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"C","Honeyeater",16,2,2,2,"Phylidonyris"
10631,"Phylidonyris novaehollandiae","New Holland Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",20,2,2.56,2,"Phylidonyris"
10640,"Acanthagenys rufogularis","Spiny-cheeked Honeyeater","Passerine Birds","F","S","F","N","F","V",0,0,"C","Honeyeater",50,2.5,5.45,2,"Acanthagenys"
10641,"Entomyzon cyanotis","Blue-faced Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",105,2.5,7.9,2,"Entomyzon"
10579,"Melithreptus albogularis","White-throated Honeyeater","AVES","F","F","F","N","I","V",0,0,"N","Honeyeater",11.05,2,1.77,2,"Melithreptus"
10582,"Melithreptus validirostris","Strong-billed Honeyeater","AVES","F","F","F","N","I","V",0,0,"N","Honeyeater",24.85,3,3.01,2,"Melithreptus"
10590,"Myzomela obscura","Dusky Honeyeater","AVES","F","F","F","N","N","V",0,0,"N","Honeyeater",12.25,2,1.38,2,"Myzomela"
10596,"Ramsayornis fasciatus","Bar-breasted Honeyeater","AVES","F","F","F","N","I","V",0,0,"N","Honeyeater",12.75,2.1,1.89,2,"Ramsayornis"
10597,"Lichmera indistincta","Brown Honeyeater","Passerine Birds","F","F","F","N","N","V",0,1,"V","Honeyeater",10,2,2.63365384615385,2,"Lichmera"
10599,"Conopophila whitei","Grey Honeyeater","AVES","F","S","F","N","I","V",0,0,"N","Honeyeater",9.9,2,1.4,2,"Conopophila"
10601,"Conopophila rufogularis","Rufous-throated Honeyeater","AVES","F","F","F","N","N","V",0,0,"N","Honeyeater",10.8,2.5,1.56,2,"Conopophila"
10602,"Certhionyx variegatus","Pied Honeyeater","Passerine Birds","F","S","T","N","N","V",0,1,"V","Honeyeater",27,2.6,3.09,2,"Certhionyx"
10609,"Lichenostomus versicolor","Varied Honeyeater","AVES","F","F","F","N","I","V",0,0,"N","Honeyeater",34.15,2,2.63365384615385,2,"Lichenostomus"
10610,"Lichenostomus fasciogularis","Mangrove Honeyeater","AVES","F","Mangroves","F","N","I","V",0,0,"N","Honeyeater",26.85,2,2.63365384615385,2,"Lichenostomus"
10621,"Lichenostomus keartlandi","Grey-headed Honeyeater","AVES","F","S","F","N","N","V",0,0,"N","Honeyeater",15.25,2,2.63365384615385,2,"Lichenostomus"
10624,"Lichenostomus flavescens","Yellow-tinted Honeyeater","AVES","F","F","F","N","N","V",0,0,"N","Honeyeater",12.45,1.6,2.63365384615385,2,"Lichenostomus"
10626,"Lichenostomus flavus","Yellow Honeyeater","AVES","F","F","T","N","N","V",0,0,"N","Honeyeater",22.4,1.8,2.995,2,"Lichenostomus"
10632,"Phylidonyris nigra","White-cheeked Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",19.15,2,2.3,2,"Phylidonyris"
60618,"Lichenostomus melanops cassidix","Helmeted Honeyeater","Passerine Birds","F","F","F","N","N","V",0,0,"N","Honeyeater",22.7197368421053,2.18684210526316,2.63365384615385,2,"Lichenostomus"
10098,"Phalacrocorax fuscescens","Black-faced Cormorant","Non-passerine Birds","W","C","O","W","C","W",0,0,"N","otherBirds",0,2.66,9.78555555555556,2,"Phalacrocorax"
10183,"Ephippiorhynchus australis","Black-necked Stork","Non-passerine Birds","W","W","O","W","C","W",0,1,"V","otherBirds",0,3,9.78555555555556,2,"Ephippiorhynchus"
10319,"Alcedo azurea","Azure Kingfisher","Non-passerine Birds","W","W","F","W","I","B",0,0,"N","otherBirds",35,5.6,4.4,2,"Alcedo"
10325,"Todiramphus pyrropygia pyrropygia","Red-backed Kingfisher","Non-passerine Birds","O","F","F","V","C","LH",1,1,"S","otherBirds",52.5,4.3,6.2,2,"Todiramphus"
10335,"Apus pacificus","Fork-tailed Swift","Non-passerine Birds","O","F","O","A","I","X",0,0,"S","otherBirds",35,2.66,3.95,2,"Apus"
10546,"Artamus cinereus","Black-faced Woodswallow","Passerine Birds","O","S","T","A","I","V",0,0,"N","otherBirds",36,3,3.23,2,"Artamus"
10647,"Anthus novaeseelandiae","Australasian Pipit","Passerine Birds","O","O","O","OG","I","G",0,0,"L","otherBirds",26,3.5,3.36,2,"Anthus"
10648,"Mirafra javanica","Horsfields Bushlark","Passerine Birds","O","S","O","SIG","I","G",0,0,"SP","otherBirds",23,3,9.78555555555556,2,"Mirafra"
10866,"Psophodes cristatus","Chirruping Wedgebill","Passerine Birds","O","S","O","TS","I","V",0,0,"N","otherBirds",40,2.5,3.9,2,"Psophodes"
10063,"Oceanites oceanicus","Wilsons Storm-Petrel","Marine Birds","W","P","O","W","I","W",0,0,"C","otherBirds",36,1,9.4,2,"Oceanites"
10064,"Garrodia nereis","Grey-backed Storm-Petrel","Marine Birds","W","P","O","W","I","W",0,0,"W","otherBirds",34,2.66,10.7,2,"Garrodia"
10065,"Pelagodroma marina","White-faced Storm-Petrel","Marine Birds","W","P","O","W","I","W",0,0,"C","otherBirds",55,1,13.2,2,"Pelagodroma"
10066,"Fregetta tropica","Black-bellied Storm-Petrel","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",54,1,13.2,2,"Fregetta"
10078,"Pterodroma leucoptera","Goulds Petrel","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",180,2.66,9.78555555555556,2,"Pterodroma"
10081,"Halobaena caerulea","Blue Petrel","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",200,2.66,9.78555555555556,2,"Halobaena"
10083,"Pachyptila turtur","Fairy Prion","Marine Birds","W","P","O","W","I","W",0,0,"C","otherBirds",132.5,1,25,2,"Pachyptila"
10084,"Pachyptila desolata","Antarctic Prion","Marine Birds","W","P","O","W","I","W",0,0,"W","otherBirds",155,2.66,9.78555555555556,2,"Pachyptila"
10085,"Pelecanoides urinatrix","Common Diving-Petrel","Marine Birds","W","P","O","W","I","W",0,0,"C","otherBirds",130,1,21,2,"Pelecanoides"
10122,"Anous stolidus","Common Noddy","Marine Birds","W","P","O","W","I","X",0,1,"V","otherBirds",185,1,9.78555555555556,2,"Anous"
10776,"Bulweria bulwerii","Bulwers Petrel","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",0,2.66,9.78555555555556,2,"Bulweria"
10911,"Oceanodroma leucorhoa","Leachs Storm-Petrel","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",50,1,10.1,2,"Oceanodroma"
10918,"Pterodroma cookii","Cook's Petrel","AVES","W","P","O","W","I","W",0,1,"V","otherBirds",190,2.66,9.78555555555556,2,"Pterodroma"
10924,"Pygoscelis adeliae","Adelie Penguin","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",0,2.66,9.78555555555556,2,"Pygoscelis"
10941,"Pachyptila salvini","Salvins Prion","Marine Birds","W","P","O","W","I","W",0,0,"W","otherBirds",0,2.66,9.78555555555556,2,"Pachyptila"
10942,"Pachyptila belcheri","Slender-billed Prion","Marine Birds","W","P","O","W","I","W",0,0,"W","otherBirds",150,2.66,9.78555555555556,2,"Pachyptila"
10947,"Pachyptila crassirostris","Fulmar Prion","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",145,2.66,9.78555555555556,2,"Pachyptila"
10955,"Pterodroma nigripennis","Black-winged Petrel","Marine Birds","W","P","O","W","I","W",0,1,"V","otherBirds",185,1,38,2,"Pterodroma"
10990,"Pycnonotus jocosus","Red-whiskered Bulbul","Passerine Birds","O","T","O","TS","I","V",0,0,"N","otherBirds",32.5,3,9.78555555555556,2,"Pycnonotus"
10993,"Alauda arvensis","European Skylark","Passerine Birds","O","O","O","SIG","I","G",0,0,"N","otherBirds",38,4,3.35,2,"Alauda"
10994,"Passer montanus","Eurasian Tree Sparrow","Passerine Birds","O","T","O","SG","G","SH",0,0,"N","otherBirds",22,5,2.09,2,"Passer"
10995,"Passer domesticus","House Sparrow","Passerine Birds","O","T","O","SG","G","Ledge",0,0,"N","otherBirds",29,4,2.89,2,"Passer"
10997,"Carduelis chloris","European Greenfinch","Passerine Birds","O","T","O","SG","G","V",0,0,"N","otherBirds",28,4.3,2.17,2,"Carduelis"
10096,"Phalacrocorax carbo","Great Cormorant","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","otherBirds200g",2250,3.5,58,2.16129032258065,"Phalacrocorax"
10097,"Phalacrocorax sulcirostris","Little Black Cormorant","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","otherBirds200g",865,4,36,2,"Phalacrocorax"
10099,"Phalacrocorax varius","Pied Cormorant","Non-passerine Birds","W","W","O","W","C","W",0,0,"N","otherBirds200g",1750,3.3,45,2,"Phalacrocorax"
10100,"Microcarbo melanoleucos","Little Pied Cormorant","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","otherBirds200g",645,4,26,2,"Microcarbo"
10101,"Anhinga novaehollandiae","Darter","Non-passerine Birds","W","W","O","W","C","W",0,0,"N","otherBirds200g",1750,4.5,58.3738095238095,2.16129032258065,"Anhinga"
10106,"Pelecanus conspicillatus","Australian Pelican","Waders","W","W","O","W","C","W",0,0,"C","otherBirds200g",5400,2.5,58.3738095238095,2.16129032258065,"Pelecanus"
10177,"Grus rubicunda","Brolga","Non-passerine Birds","W","W","O","W","H","W",0,0,"C","otherBirds200g",6200,1.8,181,2,"Grus"
10178,"Plegadis falcinellus","Glossy Ibis","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","otherBirds200g",500,4,38,2.16129032258065,"Plegadis"
10179,"Threskiornis molucca","Australian White Ibis","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","otherBirds200g",1950,2.7,69,5,"Threskiornis"
10180,"Threskiornis spinicollis","Straw-necked Ibis","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","otherBirds200g",1300,3.5,69,2,"Threskiornis"
10181,"Platalea regia","Royal Spoonbill","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","otherBirds200g",1650,3.1,69,2,"Platalea"
10182,"Platalea flavipes","Yellow-billed Spoonbill","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","otherBirds200g",1900,3.1,81,2,"Platalea"
10185,"Egretta garzetta nigripes","Little Egret","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","otherBirds200g",300,4.8,28,2.16129032258065,"Egretta"
10186,"Ardea intermedia","Intermediate Egret","Non-passerine Birds","W","W","O","W","C","W",0,0,"SP","otherBirds200g",400,4,31,2.16129032258065,"Ardea"
10187,"Ardea modesta","Eastern Great Egret","Non-passerine Birds","W","P","O","W","C","W",0,0,"C","otherBirds200g",950,2.64347826086957,58.3738095238095,2.16129032258065,"Ardea"
10188,"Egretta novaehollandiae","White-faced Heron","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","otherBirds200g",550,4,32,2.16129032258065,"Egretta"
10189,"Ardea pacifica","White-necked Heron","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","otherBirds200g",860,3.2,42,2,"Ardea"
10191,"Egretta sacra","Eastern Reef Egret","Non-passerine Birds","W","C","O","W","C","W",0,1,"V","otherBirds200g",390,2.5,28,2,"Egretta"
10192,"Nycticorax caledonicus hillii","Nankeen Night Heron","Non-passerine Birds","W","W","O","W","I","W",0,0,"C","otherBirds200g",800,3.5,38,2,"Nycticorax"
10193,"Butorides striatus","Striated Heron","Non-passerine Birds","W","W","O","W","C","W",0,1,"V","otherBirds200g",225,3,16,2.16129032258065,"Butorides"
10197,"Botaurus poiciloptilus","Australasian Bittern","Non-passerine Birds","W","W","O","W","C","W",0,0,"C","otherBirds200g",1150,4.5,39,2.16129032258065,"Botaurus"
10977,"Ardea ibis","Cattle Egret","Non-passerine Birds","W","W","O","W","I","W",0,0,"W","otherBirds200g",365,4.5,28,2,"Ardea"
60196,"Ixobrychus flavicollis australis","Black Bittern","Non-passerine Birds","W","W","O","W","C","W",0,0,"S","otherBirds200g",360,4,29,2.16129032258065,"Ixobrychus"
10003,"Eudyptes chrysocome","Rockhopper Penguin","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",2850,2.64347826086957,58.3738095238095,2.16129032258065,"Eudyptes"
10004,"Eudyptes pachyrhynchus","Fiordland Penguin","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",3550,2.64347826086957,58.3738095238095,2.16129032258065,"Eudyptes"
10005,"Eudyptula minor","Little Penguin","Marine Birds","W","C","O","W","C","W",0,0,"C","otherBirds200g",1000,2,52,2,"Eudyptula"
10067,"Puffinus assimilis","Little Shearwater","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",240,1,32,2,"Puffinus"
10068,"Puffinus gavia","Fluttering Shearwater","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",322.5,2.64347826086957,58.3738095238095,2.16129032258065,"Puffinus"
10069,"Ardenna pacifica","Wedge-tailed Shearwater","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",435,1,56,2,"Ardenna"
10070,"Ardenna grisea","Sooty Shearwater","Marine Birds","W","P","O","W","C","W",0,0,"SP","otherBirds200g",800,2.64347826086957,58.3738095238095,2.16129032258065,"Ardenna"
10071,"Ardenna tenuirostris","Short-tailed Shearwater","Marine Birds","W","P","O","W","C","W",0,0,"S","otherBirds200g",640,1,82,2,"Ardenna"
10072,"Ardenna carneipes","Flesh-footed Shearwater","Marine Birds","W","P","O","W","C","W",0,0,"C","otherBirds200g",665,1,58.3738095238095,2.16129032258065,"Ardenna"
10073,"Procellaria cinerea","Grey Petrel","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",1000,2.64347826086957,58.3738095238095,2.16129032258065,"Procellaria"
10074,"Fulmarus glacialoides","Southern Fulmar","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",850,1,103,2,"Fulmarus"
10075,"Pterodroma macroptera","Great-winged Petrel","Marine Birds","W","P","O","W","C","W",0,0,"C","otherBirds200g",605,1,80,2,"Pterodroma"
10076,"Pterodroma mollis","Soft-plumaged Petrel","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",295.5,2.64347826086957,58.3738095238095,2.16129032258065,"Pterodroma"
10077,"Pterodroma lessonii","White-headed Petrel","Marine Birds","W","P","O","W","C","W",0,0,"C","otherBirds200g",695,2.64347826086957,58.3738095238095,2.16129032258065,"Pterodroma"
10080,"Daption capense","Cape Petrel","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",440,1,60,2,"Daption"
10082,"Pachyptila vittata","Broad-billed Prion","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",202.5,2.64347826086957,58.3738095238095,2.16129032258065,"Pachyptila"
10086,"Diomedea exulans","Wandering Albatross","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",8500,2.64347826086957,58.3738095238095,2.16129032258065,"Diomedea"
10088,"Thalassarche melanophris melanophris","Black-browed Albatross","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",4000,2.64347826086957,58.3738095238095,2.16129032258065,"Thalassarche"
10089,"Thalassarche chlororhynchos","Yellow-nosed Albatross","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",2500,2.64347826086957,58.3738095238095,2.16129032258065,"Thalassarche"
10090,"Thalassarche chrysostoma","Grey-headed Albatross","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",3350,2.64347826086957,58.3738095238095,2.16129032258065,"Thalassarche"
10091,"Thalassarche cauta","Shy Albatross","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",3900,2.64347826086957,58.3738095238095,2.16129032258065,"Thalassarche"
10092,"Phoebetria fusca","Sooty Albatross","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",2550,2.64347826086957,58.3738095238095,2.16129032258065,"Phoebetria"
10093,"Phoebetria palpebrata","Light-mantled Sooty Albatross","Marine Birds","W","P","O","W","C","W",0,0,"W","otherBirds200g",2950,2.64347826086957,58.3738095238095,2.16129032258065,"Phoebetria"
10094,"Fregata minor","Great Frigatebird","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",1500,1,74,2,"Fregata"
10095,"Fregata ariel","Lesser Frigatebird","Marine Birds","W","P","O","W","C","W",0,1,"V","otherBirds200g",1000,1,66,2,"Fregata"
10102,"Sula leucogaster","Brown Booby","Waders","W","C","O","W","C","W",0,1,"V","otherBirds200g",1200,1.5,53,2,"Sula"
